id;id_index;kode_provinsi;nama_provinsi;kab_kota;nama_jembatan;periode_update;kategori;jumlah;satuan;tahun
6037;300281225;35;JAWA TIMUR;KABUPATEN BANYUWANGI;BANJARSARI II;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
7290;300288743;35;JAWA TIMUR;KABUPATEN BANYUWANGI;BANJARSARI II;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
447;300247685;35;JAWA TIMUR;KABUPATEN MALANG;BANTARAN;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
1690;300262661;35;JAWA TIMUR;KABUPATEN MALANG;BANTARAN;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
2943;300270179;35;JAWA TIMUR;KABUPATEN MALANG;BANTARAN;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4196;300255143;35;JAWA TIMUR;KABUPATEN MALANG;BANTARAN;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
5449;300277697;35;JAWA TIMUR;KABUPATEN MALANG;BANTARAN;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
6702;300285215;35;JAWA TIMUR;KABUPATEN MALANG;BANTARAN;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
730;300249383;35;JAWA TIMUR;KABUPATEN KEDIRI;BANYAKAN;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
1983;300264419;35;JAWA TIMUR;KABUPATEN KEDIRI;BANYAKAN;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
3236;300271937;35;JAWA TIMUR;KABUPATEN KEDIRI;BANYAKAN;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4489;300256901;35;JAWA TIMUR;KABUPATEN KEDIRI;BANYAKAN;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
5742;300279455;35;JAWA TIMUR;KABUPATEN KEDIRI;BANYAKAN;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
6995;300286973;35;JAWA TIMUR;KABUPATEN KEDIRI;BANYAKAN;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
196;300246179;35;JAWA TIMUR;KABUPATEN JOMBANG;BANYUARANG;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
1439;300261155;35;JAWA TIMUR;KABUPATEN JOMBANG;BANYUARANG;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
2692;300268673;35;JAWA TIMUR;KABUPATEN JOMBANG;BANYUARANG;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
3945;300253637;35;JAWA TIMUR;KABUPATEN JOMBANG;BANYUARANG;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
5198;300276191;35;JAWA TIMUR;KABUPATEN JOMBANG;BANYUARANG;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
6451;300283709;35;JAWA TIMUR;KABUPATEN JOMBANG;BANYUARANG;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
195;300246173;35;JAWA TIMUR;KABUPATEN JOMBANG;BANYUARANG I;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
1438;300261149;35;JAWA TIMUR;KABUPATEN JOMBANG;BANYUARANG I;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
2691;300268667;35;JAWA TIMUR;KABUPATEN JOMBANG;BANYUARANG I;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
3944;300253631;35;JAWA TIMUR;KABUPATEN JOMBANG;BANYUARANG I;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
5197;300276185;35;JAWA TIMUR;KABUPATEN JOMBANG;BANYUARANG I;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
6450;300283703;35;JAWA TIMUR;KABUPATEN JOMBANG;BANYUARANG I;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
1086;300251519;35;JAWA TIMUR;KABUPATEN JEMBER;BARATAN I;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
2339;300266555;35;JAWA TIMUR;KABUPATEN JEMBER;BARATAN I;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
3592;300274073;35;JAWA TIMUR;KABUPATEN JEMBER;BARATAN I;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4845;300259037;35;JAWA TIMUR;KABUPATEN JEMBER;BARATAN I;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
6098;300281591;35;JAWA TIMUR;KABUPATEN JEMBER;BARATAN I;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
7351;300289109;35;JAWA TIMUR;KABUPATEN JEMBER;BARATAN I;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
175;300246053;35;JAWA TIMUR;KABUPATEN JOMBANG;BARENG I;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
1418;300261029;35;JAWA TIMUR;KABUPATEN JOMBANG;BARENG I;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
1659;300262475;35;JAWA TIMUR;KABUPATEN PASURUAN;BARENG I;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
2671;300268547;35;JAWA TIMUR;KABUPATEN JOMBANG;BARENG I;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
2912;300269993;35;JAWA TIMUR;KABUPATEN PASURUAN;BARENG I;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
3924;300253511;35;JAWA TIMUR;KABUPATEN JOMBANG;BARENG I;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
4165;300254957;35;JAWA TIMUR;KABUPATEN PASURUAN;BARENG I;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
5177;300276065;35;JAWA TIMUR;KABUPATEN JOMBANG;BARENG I;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
5418;300277511;35;JAWA TIMUR;KABUPATEN PASURUAN;BARENG I;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
6430;300283583;35;JAWA TIMUR;KABUPATEN JOMBANG;BARENG I;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
6671;300285029;35;JAWA TIMUR;KABUPATEN PASURUAN;BARENG I;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
417;300247505;35;JAWA TIMUR;KABUPATEN PASURUAN;BARENG II;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
1660;300262481;35;JAWA TIMUR;KABUPATEN PASURUAN;BARENG II;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
2913;300269999;35;JAWA TIMUR;KABUPATEN PASURUAN;BARENG II;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4166;300254963;35;JAWA TIMUR;KABUPATEN PASURUAN;BARENG II;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
5419;300277517;35;JAWA TIMUR;KABUPATEN PASURUAN;BARENG II;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
6672;300285035;35;JAWA TIMUR;KABUPATEN PASURUAN;BARENG II;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
1239;300252437;35;JAWA TIMUR;KABUPATEN SAMPANG;BARU;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
2492;300267473;35;JAWA TIMUR;KABUPATEN SAMPANG;BARU;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
3745;300274991;35;JAWA TIMUR;KABUPATEN SAMPANG;BARU;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4998;300259955;35;JAWA TIMUR;KABUPATEN SAMPANG;BARU;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
6251;300282509;35;JAWA TIMUR;KABUPATEN SAMPANG;BARU;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
7504;300290027;35;JAWA TIMUR;KABUPATEN SAMPANG;BARU;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
1207;300252245;35;JAWA TIMUR;KABUPATEN SUMENEP;BATANG - BATANG DAYA I;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
2460;300267281;35;JAWA TIMUR;KABUPATEN SUMENEP;BATANG - BATANG DAYA I;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
3713;300274799;35;JAWA TIMUR;KABUPATEN SUMENEP;BATANG - BATANG DAYA I;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4966;300259763;35;JAWA TIMUR;KABUPATEN SUMENEP;BATANG - BATANG DAYA I;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
6219;300282317;35;JAWA TIMUR;KABUPATEN SUMENEP;BATANG - BATANG DAYA I;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
7472;300289835;35;JAWA TIMUR;KABUPATEN SUMENEP;BATANG - BATANG DAYA I;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
1208;300252251;35;JAWA TIMUR;KABUPATEN SUMENEP;BATANG - BATANG DAYA II;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
2461;300267287;35;JAWA TIMUR;KABUPATEN SUMENEP;BATANG - BATANG DAYA II;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
3714;300274805;35;JAWA TIMUR;KABUPATEN SUMENEP;BATANG - BATANG DAYA II;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4967;300259769;35;JAWA TIMUR;KABUPATEN SUMENEP;BATANG - BATANG DAYA II;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
6220;300282323;35;JAWA TIMUR;KABUPATEN SUMENEP;BATANG - BATANG DAYA II;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
7473;300289841;35;JAWA TIMUR;KABUPATEN SUMENEP;BATANG - BATANG DAYA II;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
1228;300252371;35;JAWA TIMUR;KABUPATEN SAMPANG;BATU KOBIH;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
2481;300267407;35;JAWA TIMUR;KABUPATEN SAMPANG;BATU KOBIH;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
3734;300274925;35;JAWA TIMUR;KABUPATEN SAMPANG;BATU KOBIH;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4987;300259889;35;JAWA TIMUR;KABUPATEN SAMPANG;BATU KOBIH;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
6240;300282443;35;JAWA TIMUR;KABUPATEN SAMPANG;BATU KOBIH;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
7493;300289961;35;JAWA TIMUR;KABUPATEN SAMPANG;BATU KOBIH;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
269;300246617;35;JAWA TIMUR;KABUPATEN TUBAN;BATU KULON;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
1512;300261593;35;JAWA TIMUR;KABUPATEN TUBAN;BATU KULON;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
2765;300269111;35;JAWA TIMUR;KABUPATEN TUBAN;BATU KULON;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4018;300254075;35;JAWA TIMUR;KABUPATEN TUBAN;BATU KULON;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
5271;300276629;35;JAWA TIMUR;KABUPATEN TUBAN;BATU KULON;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
6524;300284147;35;JAWA TIMUR;KABUPATEN TUBAN;BATU KULON;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
1220;300252324;35;JAWA TIMUR;KABUPATEN SAMPANG;BATU-BATU;2024-Q1;KONDISI RUSAK SEDANG;1;UNIT;2024
2473;300267360;35;JAWA TIMUR;KABUPATEN SAMPANG;BATU-BATU;2024-Q2;KONDISI RUSAK SEDANG;1;UNIT;2024
3726;300274878;35;JAWA TIMUR;KABUPATEN SAMPANG;BATU-BATU;2024-Q3;KONDISI RUSAK SEDANG;1;UNIT;2024
4979;300259842;35;JAWA TIMUR;KABUPATEN SAMPANG;BATU-BATU;2024-Q4;KONDISI RUSAK SEDANG;1;UNIT;2024
6232;300282396;35;JAWA TIMUR;KABUPATEN SAMPANG;BATU-BATU;2025-S1;KONDISI RUSAK SEDANG;1;UNIT;2025
7485;300289914;35;JAWA TIMUR;KABUPATEN SAMPANG;BATU-BATU;2025-S2;KONDISI RUSAK SEDANG;1;UNIT;2025
1203;300252221;35;JAWA TIMUR;KABUPATEN SUMENEP;BATUDINDING;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
2456;300267257;35;JAWA TIMUR;KABUPATEN SUMENEP;BATUDINDING;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
3709;300274775;35;JAWA TIMUR;KABUPATEN SUMENEP;BATUDINDING;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4962;300259739;35;JAWA TIMUR;KABUPATEN SUMENEP;BATUDINDING;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
6215;300282293;35;JAWA TIMUR;KABUPATEN SUMENEP;BATUDINDING;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
7468;300289811;35;JAWA TIMUR;KABUPATEN SUMENEP;BATUDINDING;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
183;300246101;35;JAWA TIMUR;KABUPATEN JOMBANG;BAWANGAN;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
1426;300261077;35;JAWA TIMUR;KABUPATEN JOMBANG;BAWANGAN;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
2679;300268595;35;JAWA TIMUR;KABUPATEN JOMBANG;BAWANGAN;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
3932;300253559;35;JAWA TIMUR;KABUPATEN JOMBANG;BAWANGAN;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
5185;300276113;35;JAWA TIMUR;KABUPATEN JOMBANG;BAWANGAN;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
6438;300283631;35;JAWA TIMUR;KABUPATEN JOMBANG;BAWANGAN;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
833;300250001;35;JAWA TIMUR;KABUPATEN BLITAR;BEBEKAN II;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
2086;300265037;35;JAWA TIMUR;KABUPATEN BLITAR;BEBEKAN II;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
3339;300272555;35;JAWA TIMUR;KABUPATEN BLITAR;BEBEKAN II;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4592;300257519;35;JAWA TIMUR;KABUPATEN BLITAR;BEBEKAN II;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
5845;300280073;35;JAWA TIMUR;KABUPATEN BLITAR;BEBEKAN II;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
7098;300287591;35;JAWA TIMUR;KABUPATEN BLITAR;BEBEKAN II;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
609;300248657;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK I;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
1862;300263693;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK I;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
3115;300271211;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK I;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4368;300256175;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK I;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
5621;300278729;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK I;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
6874;300286247;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK I;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
610;300248663;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK II;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
1863;300263699;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK II;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
3116;300271217;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK II;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4369;300256181;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK II;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
5622;300278735;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK II;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
6875;300286253;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK II;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
611;300248668;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK III;2024-Q1;KONDISI RUSAK BERAT;1;UNIT;2024
1864;300263704;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK III;2024-Q2;KONDISI RUSAK BERAT;1;UNIT;2024
3117;300271222;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK III;2024-Q3;KONDISI RUSAK BERAT;1;UNIT;2024
4370;300256186;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK III;2024-Q4;KONDISI RUSAK BERAT;1;UNIT;2024
5623;300278740;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK III;2025-S1;KONDISI RUSAK BERAT;1;UNIT;2025
6876;300286258;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK III;2025-S2;KONDISI RUSAK BERAT;1;UNIT;2025
613;300248682;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK IV A;2024-Q1;KONDISI RUSAK SEDANG;1;UNIT;2024
1866;300263718;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK IV A;2024-Q2;KONDISI RUSAK SEDANG;1;UNIT;2024
3119;300271236;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK IV A;2024-Q3;KONDISI RUSAK SEDANG;1;UNIT;2024
4372;300256200;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK IV A;2024-Q4;KONDISI RUSAK SEDANG;1;UNIT;2024
5625;300278754;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK IV A;2025-S1;KONDISI RUSAK SEDANG;1;UNIT;2025
6878;300286272;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK IV A;2025-S2;KONDISI RUSAK SEDANG;1;UNIT;2025
612;300248675;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK IV B;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
1865;300263711;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK IV B;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
3118;300271229;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK IV B;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4371;300256193;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK IV B;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
5624;300278747;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK IV B;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
6877;300286265;35;JAWA TIMUR;KABUPATEN PACIRTAN;BEDOK IV B;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
498;300247990;35;JAWA TIMUR;KOTA BATU;BEJI I;2024-Q1;KONDISI RUSAK BERAT;1;UNIT;2024
1741;300262966;35;JAWA TIMUR;KOTA BATU;BEJI I;2024-Q2;KONDISI RUSAK BERAT;1;UNIT;2024
2994;300270484;35;JAWA TIMUR;KOTA BATU;BEJI I;2024-Q3;KONDISI RUSAK BERAT;1;UNIT;2024
4247;300255448;35;JAWA TIMUR;KOTA BATU;BEJI I;2024-Q4;KONDISI RUSAK BERAT;1;UNIT;2024
5500;300278002;35;JAWA TIMUR;KOTA BATU;BEJI I;2025-S1;KONDISI RUSAK BERAT;1;UNIT;2025
6753;300285520;35;JAWA TIMUR;KOTA BATU;BEJI I;2025-S2;KONDISI RUSAK BERAT;1;UNIT;2025
499;300247997;35;JAWA TIMUR;KOTA BATU;BEJI II;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
1742;300262973;35;JAWA TIMUR;KOTA BATU;BEJI II;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
2995;300270491;35;JAWA TIMUR;KOTA BATU;BEJI II;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4248;300255455;35;JAWA TIMUR;KOTA BATU;BEJI II;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
5501;300278009;35;JAWA TIMUR;KOTA BATU;BEJI II;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
6754;300285527;35;JAWA TIMUR;KOTA BATU;BEJI II;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
739;300249437;35;JAWA TIMUR;KOTA KEDIRI;BENCE;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
1992;300264473;35;JAWA TIMUR;KOTA KEDIRI;BENCE;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
3245;300271991;35;JAWA TIMUR;KOTA KEDIRI;BENCE;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4498;300256955;35;JAWA TIMUR;KOTA KEDIRI;BENCE;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
5751;300279509;35;JAWA TIMUR;KOTA KEDIRI;BENCE;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
7004;300287027;35;JAWA TIMUR;KOTA KEDIRI;BENCE;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
645;300248872;35;JAWA TIMUR;KABUPATEN PACIRTAN;BENDO;2024-Q1;KONDISI RUSAK BERAT;1;UNIT;2024
1898;300263908;35;JAWA TIMUR;KABUPATEN PACIRTAN;BENDO;2024-Q2;KONDISI RUSAK BERAT;1;UNIT;2024
2047;300264803;35;JAWA TIMUR;KABUPATEN KEDIRI;BENDO;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
2331;300266507;35;JAWA TIMUR;KABUPATEN JEMBER;BENDO;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
3151;300271426;35;JAWA TIMUR;KABUPATEN PACIRTAN;BENDO;2024-Q3;KONDISI RUSAK BERAT;1;UNIT;2024
3300;300272321;35;JAWA TIMUR;KABUPATEN KEDIRI;BENDO;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
3584;300274025;35;JAWA TIMUR;KABUPATEN JEMBER;BENDO;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4404;300256390;35;JAWA TIMUR;KABUPATEN PACIRTAN;BENDO;2024-Q4;KONDISI RUSAK BERAT;1;UNIT;2024
4553;300257285;35;JAWA TIMUR;KABUPATEN KEDIRI;BENDO;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
4837;300258989;35;JAWA TIMUR;KABUPATEN JEMBER;BENDO;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
5657;300278944;35;JAWA TIMUR;KABUPATEN PACIRTAN;BENDO;2025-S1;KONDISI RUSAK BERAT;1;UNIT;2025
5806;300279839;35;JAWA TIMUR;KABUPATEN KEDIRI;BENDO;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
6090;300281543;35;JAWA TIMUR;KABUPATEN JEMBER;BENDO;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
6910;300286462;35;JAWA TIMUR;KABUPATEN PACIRTAN;BENDO;2025-S2;KONDISI RUSAK BERAT;1;UNIT;2025
7059;300287357;35;JAWA TIMUR;KABUPATEN KEDIRI;BENDO;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
7343;300289061;35;JAWA TIMUR;KABUPATEN JEMBER;BENDO;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
793;300249761;35;JAWA TIMUR;KABUPATEN KEDIRI;BENDO I;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
2046;300264797;35;JAWA TIMUR;KABUPATEN KEDIRI;BENDO I;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
2153;300265439;35;JAWA TIMUR;KABUPATEN BANYUWANGI;BENDO I;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
3299;300272315;35;JAWA TIMUR;KABUPATEN KEDIRI;BENDO I;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
3406;300272957;35;JAWA TIMUR;KABUPATEN BANYUWANGI;BENDO I;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4552;300257279;35;JAWA TIMUR;KABUPATEN KEDIRI;BENDO I;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
4659;300257921;35;JAWA TIMUR;KABUPATEN BANYUWANGI;BENDO I;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
5805;300279833;35;JAWA TIMUR;KABUPATEN KEDIRI;BENDO I;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
5912;300280475;35;JAWA TIMUR;KABUPATEN BANYUWANGI;BENDO I;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
7058;300287351;35;JAWA TIMUR;KABUPATEN KEDIRI;BENDO I;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
7165;300287993;35;JAWA TIMUR;KABUPATEN BANYUWANGI;BENDO I;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
901;300250409;35;JAWA TIMUR;KABUPATEN BANYUWANGI;BENDO II;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
2154;300265445;35;JAWA TIMUR;KABUPATEN BANYUWANGI;BENDO II;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
3407;300272963;35;JAWA TIMUR;KABUPATEN BANYUWANGI;BENDO II;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4660;300257927;35;JAWA TIMUR;KABUPATEN BANYUWANGI;BENDO II;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
5913;300280481;35;JAWA TIMUR;KABUPATEN BANYUWANGI;BENDO II;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
7166;300287999;35;JAWA TIMUR;KABUPATEN BANYUWANGI;BENDO II;2025-S2;KONDISI RUSAK RINGAN;1;UNIT;2025
795;300249773;35;JAWA TIMUR;KABUPATEN KEDIRI;BENDO III;2024-Q1;KONDISI RUSAK RINGAN;1;UNIT;2024
2048;300264809;35;JAWA TIMUR;KABUPATEN KEDIRI;BENDO III;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
2155;300265451;35;JAWA TIMUR;KABUPATEN BANYUWANGI;BENDO III;2024-Q2;KONDISI RUSAK RINGAN;1;UNIT;2024
3301;300272327;35;JAWA TIMUR;KABUPATEN KEDIRI;BENDO III;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
3408;300272969;35;JAWA TIMUR;KABUPATEN BANYUWANGI;BENDO III;2024-Q3;KONDISI RUSAK RINGAN;1;UNIT;2024
4554;300257291;35;JAWA TIMUR;KABUPATEN KEDIRI;BENDO III;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
4661;300257933;35;JAWA TIMUR;KABUPATEN BANYUWANGI;BENDO III;2024-Q4;KONDISI RUSAK RINGAN;1;UNIT;2024
5807;300279845;35;JAWA TIMUR;KABUPATEN KEDIRI;BENDO III;2025-S1;KONDISI RUSAK RINGAN;1;UNIT;2025
